author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
setya jr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,parah,-5,negative,0
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,maksud salah bicara,-2,negative,0
DhillBarak177,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,ahli bedah,0,neutral,2
ika yona,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,buset,0,neutral,2
DhillBarak177,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,yona dokter gigi spesialis ortho tukang gigi tugas gigi ilegal,1,positive,1
Slctv' keyza Natalie Marvelly,16 jam yang lalu,https://youtu.be/50E0HynQvss,0,ganti,0,neutral,2
Tiara Heyy ra Widia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tertawa tolong,3,positive,1
DhillBarak177,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya biuskalo tidak bius pingsan,-3,negative,0
Ananda Putri Safitrie,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,papa masuk negeri dipakein behel huhu,0,neutral,2
ryan reynaldi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,biaya pasang juta,6,positive,1
Gomgom SW,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak sakit tidak sih,-5,negative,0
fadel offical,2 tahun yang lalu,https://youtu.be/50E0HynQvss,3,sesal gue tidak beri gigi goyang takut dokter,-10,negative,0
Siktri Putri Maryustin,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kak,4,positive,1
Gregory,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pakai behel tidak bisa makan enak kak,1,positive,1
Vick Projects,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak nadia harga gigi gigi ortodhonti,3,positive,1
Taruna Bagas Kara,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak behel tipe,0,neutral,2
RIZAL GUMELAR,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,harga,3,positive,1
Singgih,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak cabut gigi suntuk sakit tidak kak,-9,negative,0
Asha Vela,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kena pergi kak bentuk asli,1,positive,1
rafli ramadhan,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel biaya juta kak,6,positive,1
Vava lyrics,2 tahun yang lalu,https://youtu.be/50E0HynQvss,11,alam gigi beranta bulysedih sihitu alam tidak akan lupa pasang behel,4,positive,1
A-037-Trias julianda.A,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak kak takut pasang,-4,negative,0
Yayong Fi Pratiwi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,70,pusing cari harga behel mahal lihat serasa harap terima kasih,5,positive,1
Joni Angoro,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,arti gigi mu pergi tidak asli,-1,negative,0
Wawan Sumantri TV,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,bermanfat info,-3,negative,0
putra putri,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak kak,-5,negative,0
selfia Ningsih,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kakak,4,positive,1
Azura Bilqis,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,lihat orang pakai behel kayak bagus eh pasang kayak jelek,-2,negative,0
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,ryan reynaldi total biaya juta pergi gigi cetak gigi pasang behel,4,positive,1
Dhyra Nadira,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,nomor hubung,-2,negative,0
Etik Fatmawati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,oi gue gigi goyang diam min doang tidak berani,-6,negative,0
Novalino Abi Ramadhan,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gue takut dokter gigiefeknya gigi tahan gigi gigi maju orang tua suruh behel manut dahbiar rapi gigi,-5,negative,0
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi,0,neutral,2
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tipe behel metal,0,neutral,2
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya suntik bius sakit pertamakedua kali suntik kebal tidak rasa,-5,negative,0
muhammad ridho,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,malang murah kak,-4,negative,0
Norifvan,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bahal metal kota gue ortoditis harga juta,4,positive,1
Rys H,1 tahun yang lalu,https://youtu.be/50E0HynQvss,3,juta pasangbelum controlnya sekalimending beli seblak,1,positive,1
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,5,yoyakarta juta dokter spesialis orto khusus behel cicil,6,positive,1
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,yoyakarta juta dokter spesialis orto khusus behel cicil,6,positive,1
Norifvan,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah pelang ramai,-2,negative,0
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya ramai cabang,-2,negative,0
Sansan Chanell,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah cabang kak,0,neutral,2
Raihan Pranata,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah serius bagus kak,-3,negative,0
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pranata tidak bagus tidak mungkin kenal ramai klinik,-1,negative,0
Raihan Pranata,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah coba kah,1,positive,1
Nur Hayati Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pranata,0,neutral,2
Afi,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pasang dokter gigi juta angsur,7,positive,1
gita puterich,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rida klinik,-1,negative,0
muhammad ridho,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,puterich mbak tinggal,-2,negative,0
gita puterich,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rida kuliah malang,-6,negative,0
Afi,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,puterich susilo bambang yudhoyono kak,0,neutral,2
Masukkan Nama,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rida kak,-1,negative,0
muhammad ridho,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,nama juta kak,2,positive,1
hanni. rhnii,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rida di mana,-1,negative,0
Agen Perubahan,11 bulan yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah kak,0,neutral,2
Dwi Larasati,1 bulan yang lalu,https://youtu.be/50E0HynQvss,0,hayati hasanah dokter atai klinik yogyakarta kak hasil bagumana kak,3,positive,1
Hage Gudoi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,halo neng sakit tidak pasang behel biaya pasang behel behel harga juta,9,positive,1
Nurul Lisda Arisandy,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tolong kak pasang alamat,2,positive,1
Ayu Ciguy,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,mahal pasang behel dokter gigi,5,positive,1
alya qonita,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kondisi gigi,0,neutral,2
Nabila khairani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,21,gigi kayak moga pasang behel,2,positive,1
Yuni Lestaridt,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pandemi covit kontrol bhel tidak sih kak,-5,negative,0
Guruh Harta Karunianingati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bismilah pasang behel gigi daya tidak ada biaya,4,positive,1
Hana Bloom,2 tahun yang lalu,https://youtu.be/50E0HynQvss,8,umur gigi pasang behel tidak berani sakit tidak sih pakai behel kerja kasir,1,positive,1
cyieseu,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kak,4,positive,1
Miss Alexa Alferdo,2 tahun yang lalu (diedit),https://youtu.be/50E0HynQvss,0,no wa tidak nengini wlyh,0,neutral,2
Tikeiii,2 tahun yang lalu (diedit),https://youtu.be/50E0HynQvss,15,apadaya hancur tidak pada ketemu camer sedih,-4,negative,0
Yola Amelia Putri,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak klinik lamoung lampung,0,neutral,2
hb123,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,masuk pondoktrus awat pribadi jarang konsultasi,8,positive,1
Dafa Aziz N.R,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behelnya tidak lepas kakak,0,neutral,2
Mia Purwiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak gigi bungsu numbuh pas pasang behel pakai behel pergi gigi bungsu,-1,negative,0
yesha,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kamar pasang tidak bisa mangap sakit,-1,negative,0
amalia syabrina n,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel gigi rapi bingung,5,positive,1
Nur Asri Purwati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hmk pasang behel bibir membletakutnya memble,1,positive,1
nanda 123,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,persis kayak gigi kak,-3,negative,0
Bebek Kopral,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behel pakai behel damon behel metal,0,neutral,2
FZN 725,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit gigit harimau mail,-7,negative,0
Sri Usadha,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,ya sudah tidak usah pasang behel rapi,5,positive,1
amalia syabrina n,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,usadha,0,neutral,2
Amanda Zakia Tu zahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak gigi kaku,0,neutral,2
Nia Damarsari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bayar behelnya murah awat mahal hem,5,positive,1
Anggraini Story,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pengaruh mata tidak ada gigi pergi minus mata,-8,negative,0
Anggraini Story,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak di pergi gigi suntik,-7,negative,0
Natasya Dewi Sekar Sari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,53,gigi beranta kak tertawa kadang malu,6,positive,1
Meong Gaming,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rencana psang lalutpi krnh corona dokter gigi tidak ada buka,-2,negative,0
Muh Akbar,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,jenis behel kak,0,neutral,2
Dimas Adip Setyawan,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak pasang gigi sakit tidak kak pasang behel lihat yt ngilu ngilu,-2,negative,0
Rinto Pabayo,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak behelnya pakai kakak ganti awat,5,positive,1
Mahda,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kayak moga pakai behel gigi rapi kayak kakak,-4,negative,0
CoralSea johar,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,teman gue pakai bhl lepas usaha listrik negara kimbali swmula efek umur bantu,2,positive,1
Fatimah Azzahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kayak timpa syukur maju nongol wlw tidak keluar kadang lihat kayak risih,0,neutral,2
Helmia Mia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi beranta,0,neutral,2
Ajeng Salsabilla,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak pasang susah diam tidak sih,-1,negative,0
Djoko Sumardhono,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,mahal kak pergi gigi pergi gigi,-3,negative,0
Fauzan Irsandi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sesal tidak sih tidak nyopotin gigi pas tumbuh gigi,0,neutral,2
Cici cahyani cahyani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,psang behel diktain tongos rejekinya,0,neutral,2
Fera evi fernanda Xl OTKP 3,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi beranta kakak suka malu percaya diri bicara,3,positive,1
cha Akhtar,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,moga cepat pasang behel gigi beranta gara gara lubang habis gigi menceng tidak atas tidak bawah ky maju gigi,-2,negative,0
koko canary,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hasilya bagus kaku tuhsayang gigi ompong,2,positive,1
Haryati Mahmud,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,up,0,neutral,2
Mustya Agistya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,10,sedih lihat teman gigi rapi bagus,1,positive,1
lala la,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,nyata tidak sendiri,2,positive,1
Riyanto,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,sabar kak tidak sendiri,5,positive,1
Riyanto,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pikir,-1,negative,0
kurin kusrini,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,semenjak paket masker bantu asa bebas tertawa tidak malu lihat gigi beranta,8,positive,1
Gaming R Trick,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,habis kak pasang behel,4,positive,1
Mahda,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,juta kak,2,positive,1
Haryati Mahmud,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sesal huhu,-3,negative,0
Hafid H,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kunyah tidak terlalu permasalahin kurang pada malu pas bicara orang permasalahin,4,positive,1
Tantri Andriyani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pakai kamera kak,0,neutral,2
yurakirara,2 tahun yang lalu,https://youtu.be/50E0HynQvss,3,gigi kakak kayak,-3,negative,0
desi fitri sari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,persis gigi kayak nungu jadwal pasang behel dokter analisis rontgen gigi uras uang,2,positive,1
Mia Purwiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,habis pasang gigi asa goyang tidak sih kakak,1,positive,1
Latifa Syaukani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak nama klinik kakak pakai pasang behel nama klinik,4,positive,1
agung setiawan,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,asalamualaikum kak tidak konsultasi gara gara virus covid proses tari gigi cabut kayak kakak saran kak,-15,negative,0
Winda Sabrina,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kayak kakak,-3,negative,0
marsya aureliaa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,alamat klinik di mana kakak,0,neutral,2
mundi lily,2 tahun yang lalu,https://youtu.be/50E0HynQvss,18,adi parah initpi dokter sp ortodentic bandungcuma butuh tidak tongos lgbener cangihtpi biaya ampun muahalpertama pasang kawatny byar jtblum laintrus biaya kontrolbiaya anti karetsabukdltpi byar hasil hebat,-5,negative,0
Alya Hikmah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pakai behel kemarin cabut gigi langsung lemas,3,positive,1
Rusdi Udi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,suruh,-2,negative,0
Gugle Id,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,moga pasang behel,5,positive,1
Uswatun Hasanah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pakai behel gigi kayak tak ada dana nikmat,4,positive,1
Irpan Maulana,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak,0,neutral,2
Irpan Maulana,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi percis gigi kakak,0,neutral,2
Irpan Maulana,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tolong kakak,-2,negative,0
Irpan Maulana,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak biaya habis,0,neutral,2
Mi Beauty by NajahFood Gandasoli,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak rapi,1,positive,1
Niken Ayu Pratiwi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi pergi arti bolong numbuh pasang gigi palsu gede dokter gigi takut habis,-3,negative,0
Gefara Haullussy,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,gigi gue kayak,-3,negative,0
Rania septiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,biaya kontrol,0,neutral,2
mundi lily,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,septiani kurang lebih rbankontrol mingu sekalibiar cepat adi masuk tentarajdi cepat biasanyabiasanya,2,positive,1
Rania septiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,lily buset mahal yagigi tidak terlalu acak depa gara gingsul,-8,negative,0
mundi lily,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,septiani iya keluarga kaget bgtsoalnya biaya jtklo hitung habis jtantpi adik tidak rasa sakit apapunmkan aman pakai kawatwaktu maki kawat gigi dpanyaga maju mundur lgatas bwah pakai smuaitu target dokter tidak butuh lamamaunya apadokter tangan,-7,negative,0
Rania septiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,lily juta juta auto marah emak,-1,negative,0
mundi lily,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,septiani pasang behel aksesori ajadlu adi pakai dokter bandung dokter brebesasalnya kitadokter gagalga sanguptrus dokter gagal gigi maju mundur tidak karuan tongosampai adi stresahirnya suruh bandung ajatak carin dokter sp ortodenticitu adan kawat dokter tempel,0,neutral,2
ʏᴏғғᴀɴ ғᴇʙʀɪᴀɴsyah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,lily gigi behelan pakai sikat,0,neutral,2
mundi lily,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,syah sikat gigi khusus dokter,0,neutral,2
Niken MR,2 minggu yang lalu,https://youtu.be/50E0HynQvss,0,lily spil nama klinik kak,0,neutral,2
Ardy sick,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bolong begeser maksudx,-3,negative,0
Wulan Nur Islamiati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,4,alah moga pasang behel,1,positive,1
Lisa Indrianti,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak bayar cicil,0,neutral,2
Luneta Aurelia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak sih huhu,-5,negative,0
shinta aynufa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,jenis kak behelnya,0,neutral,2
Baso Farid,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak k pasang behel juta rahang arti,7,positive,1
alt ra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak jenis behelnya lepas rapi,-1,negative,0
Nurullfaptrr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak gigi berubahberubahnya tidak kayak gerak plngtatau sakit tidak kakjawab kak,-5,negative,0
Ryan fw,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pasang behel rapihin gigi tes polisi takut hujat,-4,negative,0
Muhammad Iqbal,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,dokter kakak,0,neutral,2
revi ristiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kayak kakak kumpul duit,-3,negative,0
Siti Fauziah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang gigi maju gara pas jatuh gunung,1,positive,1
Anti Ra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,kak proses pencabutanya cabut gigi,-4,negative,0
ptrstjy,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak k umur pasang behel,6,positive,1
Tio story' wa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,anjir gigi kayak gue,-5,negative,0
Meina dwi Yuni riska p,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi beranta moga pasang behel amin,5,positive,1
Sifa Firoh,2 tahun yang lalu,https://youtu.be/50E0HynQvss,10,alhamdulillah pasang behel kemarin malam sakit tidak bisa tidur nikmat pokok,6,positive,1
Farid Tetew,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behel asli harga,5,positive,1
zaenal Rosikin,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behel habis,0,neutral,2
Sapnah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,7,oh selamat kak gigi baik asa senang percaya,12,positive,1
Sapnah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel daerah tidak ada dokter gigi sp orthodonti pasang behelnya tunggu kuliah kota tumbuh gigi bungsumolar urus pasang behel,10,positive,1
Sri Usadha,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,syukur hidup,3,positive,1
Siti Fauziah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,usadha alhamdulillah tidak percaya diri,5,positive,1
Mahda,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit kontrol cabut takut,-13,negative,0
Motor Keceh,8 bulan yang lalu,https://youtu.be/50E0HynQvss,0,aduh takut,-5,negative,0
LA Solutions,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak kontrol kd dokter kali suka,2,positive,1
Mulya 01_,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak harga lumayan yainfo lengkap dokernya kakak,1,positive,1
syella martiza,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak gigi kayak,-3,negative,0
Amalia Nr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel tidak di omong orang,0,neutral,2
zipora septawinda,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hem sakit tidak kakak pakai takut sakit huhuhuhuh,-13,negative,0
Star Al farisi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak kak psang behel,-5,negative,0
Salma Almasah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,pandemi,-5,negative,0
ika_ nyunyun,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,maf tidak di foto rontgen rontgen cepalometri rontgen panoramik,3,positive,1
Divona Aqiila,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak waktu cabut gigi soalnyakn tidak goyang,-10,negative,0
Nur Rosyidah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,terima kasih kak,5,positive,1
Laili Nurhidayah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang kak,4,positive,1
Marlisa Reva Iryani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,18,doa moga uang pasang behel amin,5,positive,1
Rara,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,juta,2,positive,1
Aida Sftr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behel lepas,-2,negative,0
Mochamad Ali Mansyur26,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,pasang behel takut sakit,-4,negative,0
SuciOktaviani 63,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pasang behel takut hukum,1,positive,1
Mia Rahmadani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak kak,-5,negative,0
Vani fitriani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,474,insecure tidak pada gigi garapih moga cepat pasang behelamin,5,positive,1
hafida azqia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang takut,1,positive,1
Wahyu Widya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,juta selesai kak,4,positive,1
Qabau Official,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bicara teman,0,neutral,2
Nofriyanto D.S.R Nurlette,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Sifa Firoh,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit pas pasang gigi tarik,4,positive,1
Nurul Khotimah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sehat tidak papa mbak,3,positive,1
Sapnah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,tidak boleh ngikir gigi mbak pasang behel gkpapa baik susun coba tonton kaji ustaz khalid basalamah yufidtv,8,positive,1
Sapnah,2 tahun yang lalu (diedit),https://youtu.be/50E0HynQvss,1,ratarata gigi beranta gen bawan lahir gaya hidup sehat gigi kembang tidak rapi,7,positive,1
Sapnah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,suka bicara behel tidak boleharam tidak paham lihat tipe orang pasng behel gayagayan arti pasang behel mutlak tidak boleh sangkut sehat gigi beranta tidak enak pandang mengangu proses kunyah makan suka sangkut gigi sakit nyata cari ustad ilmu agama kuliah agama negeri alasanya sehat sok do not wory to much,8,positive,1
SuciOktaviani 63,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi rapi tidak rapi kak belah kanan rapi rapi belah kiri lumayan gigi maju tidak ya pakein behel,-11,negative,0
SuciOktaviani 63,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,by the way terima kasih kak sara,2,positive,1
Sapnah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gkpapa behel fungsi ngerapin gigi susunanya asli tidak ada larang situ haram ngikir gigi ngikir gigi ngubah bentuk asli gigi behel baik posisi gigi coba tonton ustaz khalid behel,5,positive,1
SuciOktaviani 63,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,oke kakak terima kasih bantu,6,positive,1
Cee Vie,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Rachel Margareta Ricini,2 tahun yang lalu,https://youtu.be/50E0HynQvss,13,kakak insecure bicara moga cepat pasang behel amin,5,positive,1
Mustya Agistya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,16,tenang engak malu bicara orang tertawa iri foto senyum lihat gigi,9,positive,1
Yt Channel,2 tahun yang lalu,https://youtu.be/50E0HynQvss,6,agistya tidak sendiri malu gigi maku ke depan dorong gigi pingir tongos gigi nama gigi kelinci maju,-2,negative,0
Mustya Agistya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,chanel moga rezeki rapihin gigi mbak,4,positive,1
Yt Channel,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,agistya aminm,0,neutral,2
Susan Shellina,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,gue gingsul kiri kanan kayak drakula,-6,negative,0
Annisa Rahmawati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi garapih moga dibehel,1,positive,1
cindy natasya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,shelina gingsul kanan kiri,-3,negative,0
Anggun Zur,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,margareta ricini iya minder,0,neutral,2
Ryan Davis,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,parah coy lahir gigi maju semuatp ompong dokter gigi biaya pasang,2,positive,1
Alfiyah Novianti,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,me to,0,neutral,2
Alfiyah Novianti,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,natasya kak,0,neutral,2
Puwiin_,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,moga kabul moga wlopuntakut,2,positive,1
araa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
habib maulana,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
putry widiastuti,10 bulan yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
